State,High school graduation,Median household income,Violent crime
VA,0.7,80942,190.53
VA,0.75,85562,180.35
VA,0.86,44530,118.73
VA,0.82,44983,110.1
VA,0.775,49714,134.91
VA,0.925,52055,166.33
VA,0.84,43791,99.16
VA,0.86,47268,76.83
VA,0.775,43814,111.67
VA,0.725,44062,86.03
VA,0.81,99255,154.86
VA,0.81,101533,150.29
VA,0.83,49773,113.36
VA,0.87,54834,111.34
VA,,44524,35.64
VA,0.925,42951,35.14
VA,,56910,223.8
VA,,56888,159.96
VA,0.88,36579,297.03
VA,0.85,38162,245.11
VA,0.825,42843,58.02
VA,0.825,41939,53.34
VA,0.86,60943,74.55
VA,0.88,61005,84.01
VA,0.675,31973,318.44
VA,0.725,35167,330.68
VA,0.725,34621,104.5
VA,0.725,37800,91.48
VA,0.8,32848,153.31
VA,0.76,31621,145.18
VA,0.77,34415,164.12
VA,0.825,39538,153.95
VA,0.825,36289,138.27
VA,0.875,36915,74.53
VA,0.8,41193,144.71
VA,0.81,47982,122.91
VA,0.77,54336,160.72
VA,0.77,55760,137.7
VA,0.82,32777,111.49
VA,0.86,36218,110.19
VA,0.825,47828,68.58
VA,0.775,48394,82.12
VA,0.825,32873,167.59
VA,0.825,35715,147.5
VA,0.852,41031,484.27
VA,0.862,45320,438.16
VA,0.85,64950,395.77
VA,0.86,66516,388.67
VA,0.83,70371,148.52
VA,0.86,67454,135.2
VA,0.975,67922,121.05
VA,0.875,74384,121.92
VA,0.84,51664,241.68
VA,0.86,49715,227.87
VA,0.575,36566,292.54
VA,0.775,33904,255.6
VA,0.825,38268,57.89
VA,,45527,70.53
VA,0.83,59609,203.03
VA,0.86,63876,186.71
VA,0.825,36988,126.63
VA,0.775,41799,145.2
VA,0.69,30588,392.17
VA,0.67,30940,364.76
VA,0.81,35147,121.73
VA,0.825,33386,106.45
VA,0.71,51131,174.16
VA,0.76,51864,178.57
VA,0.71,32225,659.58
VA,0.775,32676,582.27
VA,0.825,42012,148.38
VA,0.725,44427,195.47
VA,0.86,106690,88.62
VA,0.86,110658,89.96
VA,,86963,130.76
VA,,89507,127.57
VA,0.925,121250,113.54
VA,0.925,117452,92.83
VA,0.85,82957,106.18
VA,0.89,82705,91.93
VA,0.875,42211,63.43
VA,0.875,41652,64.81
VA,0.86,63307,61.53
VA,0.9,63117,58.95
VA,0.8,43427,105.98
VA,0.81,48070,103.51
VA,0.725,36078,396.24
VA,0.725,36326,412.33
VA,,64027,120.33
VA,,68166,112.56
VA,0.81,47297,444.67
VA,0.78,48152,426.27
VA,0.825,33191,414.36
VA,0.875,33737,438.1
VA,0.775,44365,118.89
VA,0.76,43504,113.26
VA,0.84,57173,74.95
VA,0.82,58824,76.26
VA,0.875,81707,124.17
VA,0.875,76843,106.36
VA,0.775,32611,146.24
VA,0.825,33302,121.93
VA,0.86,59718,187.81
VA,0.92,59730,171.76
VA,,36996,139.04
VA,,38036,138.29
VA,0.81,36203,123.73
VA,0.77,35553,138.73
VA,0.8,47206,288.08
VA,0.8,45293,266.88
VA,0.91,74660,78.67
VA,0.9,77316,88.63
VA,0.824,35489,228.66
VA,0.847,37588,203.44
VA,0.8,58723,158.2
VA,0.83,60050,161.26
VA,0.81,34232,285.04
VA,0.78,36066,316.63
VA,0.71,39315,802.61
VA,0.77,39440,640.0
VA,0.84,64606,137.06
VA,0.85,62495,135.89
VA,0.83,78396,107.91
VA,,75806,106.0
VA,0.87,75861,102.04
VA,0.89,78180,100.17
VA,0.859,62005,57.72
VA,0.86,61183,72.59
VA,0.725,45090,163.05
VA,0.775,44697,142.54
VA,0.875,47769,116.24
VA,0.825,46578,84.34
VA,0.85,30606,117.33
VA,0.83,32092,131.33
VA,,40250,37.71
VA,,41521,37.66
VA,0.92,118934,93.32
VA,0.92,117680,88.47
VA,0.86,54836,112.52
VA,0.85,53170,117.45
VA,0.675,33618,182.27
VA,0.725,37712,171.8
VA,0.75,37402,417.23
VA,0.8,39918,380.15
VA,0.825,51094,105.93
VA,0.925,51805,89.8
VA,0.82,68970,102.01
VA,0.825,71742,115.34
VA,0.69,65307,397.61
VA,0.74,70133,350.52
VA,0.775,29550,295.4
VA,0.825,31046,296.28
VA,0.875,57051,66.38
VA,0.925,55128,73.74
VA,0.83,37435,193.67
VA,0.78,38439,185.17
VA,0.825,48066,125.21
VA,0.825,47399,96.9
VA,0.83,42307,123.52
VA,0.8,46024,117.42
VA,0.775,47234,76.59
VA,0.825,45990,70.36
VA,0.83,68862,118.86
VA,0.8,72150,124.76
VA,0.76,46794,527.24
VA,0.78,47421,476.35
VA,0.68,41880,627.83
VA,0.71,42949,583.8
VA,0.625,32138,166.52
VA,0.725,36211,146.91
VA,0.725,47143,113.62
VA,0.825,49054,93.72
VA,0.825,33234,128.64
VA,0.925,32303,91.2
VA,0.725,36818,190.13
VA,0.725,34805,154.46
VA,0.88,58673,64.02
VA,0.87,60829,80.65
VA,0.9,41300,98.99
VA,0.93,41070,103.32
VA,0.875,33818,139.16
VA,0.925,34654,121.88
VA,0.59,33280,699.64
VA,0.68,32623,559.7
VA,0.83,42236,89.92
VA,0.85,40608,72.66
VA,0.9,84177,121.06
VA,0.94,82815,79.28
VA,0.72,41699,642.95
VA,0.76,43041,564.8
VA,0.85,73639,66.89
VA,0.89,74820,67.18
VA,0.68,37636,147.46
VA,0.725,39077,140.2
VA,0.77,62475,100.51
VA,0.79,65625,91.88
VA,0.84,93011,158.36
VA,0.84,93671,148.41
VA,0.77,42502,210.91
VA,0.75,43555,192.11
VA,0.875,37440,444.87
VA,0.875,34635,429.37
VA,0.875,58276,59.02
VA,,60945,71.56
VA,0.775,41190,104.18
VA,0.775,42738,71.58
VA,0.59,37933,763.39
VA,0.61,39249,709.27
VA,0.89,58550,145.51
VA,0.88,57663,148.06
VA,0.68,37800,661.39
VA,0.69,37223,618.08
VA,0.77,46909,84.07
VA,0.76,46882,81.48
VA,,51137,65.51
VA,,55636,68.84
VA,0.8,35912,95.37
VA,0.81,36107,129.58
VA,0.87,47760,124.48
VA,0.91,47837,93.16
VA,0.9,36566,135.23
VA,0.88,38336,108.55
VA,0.84,48677,92.0
VA,0.9,47874,94.31
VA,0.77,36235,194.42
VA,0.84,37475,193.03
VA,0.78,43846,141.0
VA,0.79,46547,135.78
VA,0.82,77298,214.61
VA,0.83,73112,214.54
VA,0.89,95927,145.08
VA,0.89,93014,145.78
VA,0.704,40379,151.71
VA,0.757,39712,167.11
VA,0.77,61778,323.0
VA,0.79,59468,313.62
VA,0.875,50425,257.17
VA,0.825,50554,273.49
VA,0.725,36901,191.91
VA,0.725,38948,186.11
VA,0.72,34760,130.04
VA,0.74,38336,133.92
VA,0.82,61523,190.98
VA,0.83,62509,178.28
VA,0.87,58632,125.64
VA,0.88,56291,101.97
VA,0.84,43155,98.26
VA,0.86,42242,103.85
VA,0.75,43883,325.2
VA,0.76,42434,332.24
VA,0.691,45051,83.44
VA,0.869,45927,103.96
VA,,44256,205.44
VA,0.85,47880,163.14
VA,0.826,42305,260.86
VA,0.836,43943,226.13
VA,0.84,35800,157.34
VA,0.83,37490,157.87
VA,0.78,38533,122.97
VA,0.82,41168,108.66
VA,0.91,75316,125.59
VA,0.91,78327,121.37
VT,0.857,55120,83.39
VT,0.925,54683,75.18
VT,0.817,48306,155.57
VT,0.792,48290,151.93
VT,0.899,42558,125.81
VT,0.882,43011,137.77
VT,0.906,62374,168.92
VT,0.907,62618,162.12
VT,,35207,
VT,,36140,0.0
VT,0.884,53436,165.62
VT,0.883,55912,175.46
VT,,54915,27.57
VT,,57559,33.53
VT,0.889,49256,68.97
VT,0.916,46742,70.59
VT,0.867,49747,74.84
VT,0.818,51348,64.45
VT,0.881,40764,124.78
VT,0.893,40522,134.73
VT,0.867,45168,159.32
VT,0.866,45757,157.97
VT,0.914,56710,107.88
VT,0.901,52619,118.62
VT,0.821,49098,181.7
VT,0.779,46642,205.53
VT,0.826,50094,127.53
VT,0.872,51218,132.54
WA,0.8,43939,311.4
WA,0.75,45171,279.12
WA,0.697,42364,191.63
WA,0.694,42842,191.68
WA,0.777,58361,235.6
WA,0.751,59264,226.12
WA,0.719,45730,177.98
WA,0.741,50033,162.1
WA,0.651,43482,276.18
WA,0.729,46531,268.4
WA,0.799,56087,230.48
WA,0.816,57886,222.77
WA,,41834,106.35
WA,,42332,146.22
WA,0.794,47714,280.36
WA,0.767,48447,309.44
WA,0.758,48308,158.43
WA,0.819,49293,118.64
WA,,36321,88.4
WA,,38302,108.77
WA,0.672,52829,293.21
WA,0.732,52720,277.47
WA,,46927,151.35
WA,,46157,204.32
WA,0.672,45050,306.27
WA,0.694,46065,299.36
WA,0.697,41823,196.36
WA,0.677,41791,185.01
WA,0.83,56459,124.33
WA,0.789,53306,131.94
WA,0.84,47398,179.4
WA,0.811,47709,187.99
WA,0.787,68944,352.19
WA,0.805,71779,343.38
WA,0.806,59354,379.69
WA,0.81,62516,322.92
WA,0.805,43649,156.16
WA,0.79,47287,132.52
WA,0.719,46001,73.07
WA,0.8,47960,87.3
WA,0.787,42993,231.64
WA,0.797,41325,222.48
WA,,46603,110.31
WA,0.862,47895,84.68
WA,0.685,48539,307.36
WA,0.673,46886,284.83
WA,0.71,38537,175.54
WA,0.808,39014,194.81
WA,0.729,37774,180.81
WA,0.778,35703,127.96
WA,0.884,40304,96.76
WA,0.846,44882,132.42
WA,0.744,57542,476.6
WA,0.769,57619,443.25
WA,0.844,51224,88.79
WA,0.834,56667,96.27
WA,0.768,52886,200.52
WA,0.764,52525,202.03
WA,0.725,53669,137.2
WA,0.775,52967,104.35
WA,0.802,67068,222.68
WA,0.806,67443,207.67
WA,0.821,47531,355.81
WA,0.833,47577,352.6
WA,0.799,39948,117.46
WA,0.701,43675,103.74
WA,0.82,58556,241.04
WA,0.827,59877,230.46
WA,,49346,131.04
WA,,46659,91.3
WA,0.852,45225,257.77
WA,0.784,46294,256.92
WA,0.757,51509,195.67
WA,0.758,51119,208.64
WA,0.863,32276,126.55
WA,0.876,42702,120.97
WA,0.71,43428,332.47
WA,0.695,41918,340.75
WI,0.925,42241,152.75
WI,0.875,43814,116.56
WI,0.912,39134,248.92
WI,0.869,37909,242.96
WI,0.893,42676,76.51
WI,0.876,44086,90.88
WI,0.906,44487,193.34
WI,,45466,152.55
WI,0.862,51100,201.74
WI,0.876,51956,220.52
WI,0.9,48009,39.3
WI,0.925,48418,39.72
WI,0.571,37336,169.41
WI,0.554,41388,188.15
WI,0.927,69658,112.33
WI,0.936,66657,119.78
WI,0.862,49867,108.53
WI,0.898,49491,121.78
WI,0.907,43133,223.17
WI,0.942,42477,261.59
WI,0.892,55986,178.89
WI,0.888,57613,156.17
WI,0.952,41968,
WI,0.931,41598,
WI,0.855,60119,242.87
WI,0.858,60326,239.05
WI,0.914,51602,93.57
WI,0.936,51623,81.62
WI,0.945,48055,39.56
WI,0.924,51761,49.05
WI,0.876,43573,173.08
WI,0.885,43417,183.08
WI,0.91,47214,87.86
WI,0.94,50425,81.91
WI,0.87,47895,161.78
WI,0.872,49345,169.44
WI,,44666,178.19
WI,,44139,202.76
WI,0.924,53548,172.74
WI,0.891,54649,190.82
WI,0.774,39167,66.74
WI,0.787,40153,78.83
WI,0.955,46503,164.26
WI,0.918,45854,160.56
WI,0.876,55154,117.07
WI,0.922,55732,104.66
WI,0.878,46751,34.05
WI,0.904,44184,42.85
WI,0.931,52754,111.29
WI,0.932,53186,143.74
WI,0.936,39130,311.39
WI,,37412,393.99
WI,0.936,43776,50.85
WI,0.935,46442,74.67
WI,0.933,54141,193.25
WI,0.928,52399,165.9
WI,0.844,44670,201.56
WI,0.886,45167,208.18
WI,0.814,54196,195.94
WI,0.826,51929,194.1
WI,0.938,55361,50.3
WI,0.956,52954,50.1
WI,0.92,48129,193.03
WI,0.953,51324,176.77
WI,0.943,46348,32.7
WI,0.914,46422,28.03
WI,0.917,44103,151.33
WI,0.892,42025,173.69
WI,0.922,48766,171.12
WI,0.879,47721,157.62
WI,0.881,49160,119.87
WI,0.883,47835,126.01
WI,0.912,52725,144.19
WI,0.921,51830,133.49
WI,0.903,43064,67.56
WI,0.914,41446,62.18
WI,0.865,43423,73.95
WI,0.875,47760,56.09
WI,0.925,33925,38.31
WI,0.925,32769,46.73
WI,0.745,42434,751.41
WI,0.748,42058,799.6
WI,0.901,45790,127.84
WI,0.924,51411,125.3
WI,0.888,52156,35.34
WI,0.91,52800,32.73
WI,0.867,44621,82.35
WI,0.889,46773,112.91
WI,0.921,58058,145.88
WI,0.905,57124,160.18
WI,0.947,76289,45.51
WI,0.967,74392,51.55
WI,0.962,48108,71.61
WI,0.963,50728,53.57
WI,0.951,60321,134.32
WI,0.96,60824,165.61
WI,0.951,50026,261.31
WI,0.926,49138,245.56
WI,0.878,46725,106.11
WI,0.921,51587,103.04
WI,0.909,41344,108.26
WI,0.894,43004,96.68
WI,0.76,52164,262.88
WI,0.787,54403,246.79
WI,0.961,43632,35.12
WI,0.961,43635,27.68
WI,0.871,46926,246.49
WI,0.88,49157,243.85
WI,0.861,37414,118.58
WI,0.909,37350,128.87
WI,0.903,52591,177.42
WI,0.911,50923,169.45
WI,0.824,40228,212.33
WI,0.829,40608,214.75
WI,0.914,44213,96.78
WI,0.912,45953,94.51
WI,0.911,52589,142.97
WI,0.916,52106,153.04
WI,0.948,69436,55.92
WI,0.95,69641,59.63
WI,0.918,43124,54.35
WI,0.933,45985,43.42
WI,0.92,48566,46.28
WI,0.927,50953,50.05
WI,0.92,43823,46.41
WI,0.961,47063,48.4
WI,0.912,39025,56.97
WI,0.96,40454,51.2
WI,0.894,51298,106.01
WI,0.92,52610,109.38
WI,0.931,41666,73.98
WI,0.932,43588,108.69
WI,0.93,66616,91.18
WI,0.933,67276,98.42
WI,0.943,72656,70.3
WI,0.94,75652,66.53
WI,0.899,51503,116.3
WI,0.907,48056,109.18
WI,0.911,42791,102.65
WI,0.931,43175,105.78
WI,0.892,51740,211.34
WI,0.903,50469,196.68
WI,0.96,46027,30.0
WI,0.939,48723,33.36
WV,0.775,32940,227.29
WV,0.725,35558,257.45
WV,0.81,52672,215.56
WV,0.79,54010,226.59
WV,0.76,39194,273.58
WV,0.76,38098,273.0
WV,0.825,33280,210.11
WV,0.875,35296,217.53
WV,0.89,40044,100.77
WV,0.89,43719,92.88
WV,0.71,36048,333.04
WV,0.72,37628,304.06
WV,0.875,32922,
WV,0.825,31946,
WV,0.825,32885,
WV,0.725,32640,
WV,0.925,34753,
WV,0.775,39399,
WV,0.71,33445,232.25
WV,0.69,33720,241.29
WV,0.825,32912,350.16
WV,0.875,35344,
WV,0.825,38029,226.03
WV,0.925,38268,192.65
WV,0.74,36248,69.44
WV,0.82,37218,68.06
WV,0.83,34896,307.65
WV,0.8,37444,392.06
WV,0.8,37025,77.19
WV,0.81,40249,63.77
WV,0.775,38171,272.79
WV,0.825,36053,297.29
WV,0.78,41221,278.94
WV,0.78,42197,259.42
WV,0.76,39352,63.45
WV,0.82,38640,60.43
WV,0.81,62924,138.19
WV,0.85,64916,130.12
WV,0.71,45813,499.14
WV,0.72,45858,470.88
WV,0.72,37345,131.67
WV,0.72,38462,132.16
WV,0.75,34023,
WV,0.81,35524,
WV,0.79,33542,457.51
WV,0.77,35773,437.99
WV,0.79,40638,204.74
WV,0.84,41705,223.77
WV,0.86,42395,136.51
WV,0.87,41583,190.35
WV,0.82,36730,129.88
WV,0.83,36454,120.72
WV,0.74,25246,326.86
WV,0.72,25205,355.6
WV,0.73,34688,340.2
WV,0.77,34320,324.34
WV,0.92,38673,379.16
WV,0.89,38320,299.98
WV,0.74,32736,257.8
WV,0.82,32431,275.17
WV,0.77,41503,365.04
WV,0.81,47281,345.23
WV,0.775,36798,95.05
WV,0.825,36787,109.04
WV,0.86,41087,127.39
WV,0.91,42719,129.97
WV,0.75,38681,614.57
WV,0.87,38451,812.56
WV,0.81,37973,524.18
WV,0.86,41009,583.94
WV,0.825,36824,
WV,0.825,36868,
WV,0.875,42935,57.55
WV,0.925,43172,52.17
WV,0.875,30826,187.83
WV,0.925,32199,104.23
WV,0.79,40431,267.31
WV,0.78,42187,241.45
WV,0.82,55172,163.53
WV,0.82,56102,214.44
WV,0.79,40199,419.46
WV,0.82,39998,420.18
WV,0.78,36951,338.4
WV,0.76,35458,401.97
WV,0.825,36554,193.67
WV,0.825,38147,153.15
WV,0.775,30819,140.6
WV,0.775,35982,160.97
WV,0.725,29352,201.26
WV,0.775,31051,183.49
WV,0.725,39665,11.84
WV,0.725,38720,32.53
WV,0.825,35423,353.61
WV,0.875,37591,228.76
WV,0.975,37826,120.1
WV,0.925,39401,174.23
WV,0.7,44593,56.8
WV,0.73,37676,50.78
WV,0.75,37705,153.33
WV,0.76,38676,179.16
WV,0.725,27382,
WV,0.825,31805,
WV,0.86,37759,55.1
WV,0.88,39444,78.56
WV,0.925,36999,273.34
WV,0.925,37132,412.72
WV,0.81,42065,343.95
WV,0.81,41205,378.72
WV,0.82,32880,271.36
WV,0.79,34525,335.14
WY,0.87,39248,115.85
WY,0.85,42443,124.19
WY,,46118,181.48
WY,0.898,49052,176.66
WY,0.85,80327,138.64
WY,0.81,81652,124.35
WY,0.758,53780,249.78
WY,0.77,54210,268.33
WY,0.869,63808,229.72
WY,0.825,62438,230.04
WY,0.925,53781,58.97
WY,0.975,59490,69.97
WY,0.745,47906,164.93
WY,0.716,51920,163.47
WY,0.825,42045,198.55
WY,0.825,43311,213.2
WY,,42596,97.78
WY,,42694,68.81
WY,0.875,51903,204.24
WY,0.875,51521,204.04
WY,0.735,53999,215.3
WY,0.721,59712,228.58
WY,0.875,60817,141.12
WY,0.849,67256,120.59
WY,0.71,54402,219.12
WY,0.74,57701,211.81
WY,0.475,43712,241.55
WY,0.475,43994,172.99
WY,0.851,51003,255.97
WY,0.85,50967,241.7
WY,0.88,45435,120.36
WY,0.804,48621,103.4
WY,0.837,50310,131.06
WY,0.868,51628,96.45
WY,0.865,68509,152.61
WY,0.897,74951,97.18
WY,0.8,64747,442.84
WY,0.812,72899,429.28
WY,0.875,66592,263.99
WY,0.825,70201,299.35
WY,0.866,61057,56.01
WY,0.792,60953,45.36
WY,0.775,49533,67.97
WY,0.866,50740,69.92
WY,,53665,108.03
WY,0.844,59314,97.95
